"date","area_name","value"
"2021-05-03","Northern Ireland",87
"2021-05-03","Wales",27
"2021-05-03","England",1806
"2021-05-04","England",2200
"2021-05-04","Wales",56
"2021-05-04","Scotland",198
"2021-05-04","Northern Ireland",99
"2021-05-05","Wales",45
"2021-05-05","Scotland",225
"2021-05-05","Northern Ireland",96
"2021-05-05","England",2203
"2021-05-06","England",1967
"2021-05-06","Scotland",219
"2021-05-06","Northern Ireland",75
"2021-05-06","Wales",65
"2021-05-07","Northern Ireland",78
"2021-05-07","Scotland",208
"2021-05-07","Wales",39
"2021-05-07","England",1657
"2021-05-08","England",1301
"2021-05-08","Northern Ireland",90
"2021-05-08","Wales",31
"2021-05-08","Scotland",187
"2021-05-09","Scotland",214
"2021-05-09","Northern Ireland",78
"2021-05-09","Wales",30
"2021-05-09","England",1985
"2021-05-10","England",2325
"2021-05-10","Wales",42
"2021-05-10","Northern Ireland",107
"2021-05-10","Scotland",335
"2021-05-11","Wales",66
"2021-05-11","Northern Ireland",106
"2021-05-11","Scotland",285
"2021-05-11","England",1872
"2021-05-12","England",1869
"2021-05-12","Northern Ireland",101
"2021-05-12","Scotland",303
"2021-05-12","Wales",62
"2021-05-13","Scotland",317
"2021-05-13","Wales",39
"2021-05-13","Northern Ireland",89
"2021-05-13","England",1737
"2021-05-14","England",1540
"2021-05-14","Northern Ireland",55
"2021-05-14","Wales",44
"2021-05-14","Scotland",299
"2021-05-15","Wales",28
"2021-05-15","Scotland",230
"2021-05-15","Northern Ireland",64
"2021-05-15","England",1306
"2021-05-16","England",1587
"2021-05-16","Wales",31
"2021-05-16","Scotland",237
"2021-05-16","Northern Ireland",68
"2021-05-17","Northern Ireland",99
"2021-05-17","Scotland",367
"2021-05-17","Wales",51
"2021-05-17","England",2341
"2021-05-18","England",2241
"2021-05-18","Northern Ireland",106
"2021-05-18","Wales",45
"2021-05-18","Scotland",420
"2021-05-19","Wales",35
"2021-05-19","Northern Ireland",101
"2021-05-19","Scotland",416
"2021-05-19","England",2261
"2021-05-20","England",2000
"2021-05-20","Scotland",389
"2021-05-20","Northern Ireland",81
"2021-05-20","Wales",47
"2021-05-21","Northern Ireland",80
"2021-05-21","Scotland",363
"2021-05-21","Wales",52
"2021-05-21","England",1872
"2021-05-22","England",1606
"2021-05-22","Northern Ireland",63
"2021-05-22","Wales",35
"2021-05-22","Scotland",296
"2021-05-23","Northern Ireland",57
"2021-05-23","Scotland",330
"2021-05-23","Wales",21
"2021-05-23","England",1918
"2021-05-24","England",2750
"2021-05-24","Northern Ireland",74
"2021-05-24","Scotland",504
"2021-05-24","Wales",41
"2021-05-25","Wales",50
"2021-05-25","Scotland",514
"2021-05-25","Northern Ireland",66
"2021-05-25","England",2797
"2021-05-26","England",3179
"2021-05-26","Northern Ireland",81
"2021-05-26","Wales",30
"2021-05-26","Scotland",632
"2021-05-27","Scotland",561
"2021-05-27","Wales",37
"2021-05-27","Northern Ireland",74
"2021-05-27","England",3075
"2021-05-28","England",2929
"2021-05-28","Scotland",550
"2021-05-28","Northern Ireland",70
"2021-05-28","Wales",40
"2021-05-29","Wales",41
"2021-05-29","Northern Ireland",59
"2021-05-29","Scotland",438
"2021-05-29","England",2462
"2021-05-30","England",2598
"2021-05-30","Northern Ireland",36
"2021-05-30","Wales",39
"2021-05-30","Scotland",491
"2021-05-31","Northern Ireland",58
"2021-05-31","Scotland",609
"2021-05-31","England",3170
"2021-05-31","Wales",60
"2021-06-01","Wales",59
"2021-06-01","England",4515
"2021-06-01","Northern Ireland",71
"2021-06-01","Scotland",786
"2021-06-02","Scotland",964
"2021-06-02","Northern Ireland",84
"2021-06-02","England",5039
"2021-06-02","Wales",81
"2021-06-03","Wales",88
"2021-06-03","England",5131
"2021-06-03","Northern Ireland",82
"2021-06-03","Scotland",957
"2021-06-04","Northern Ireland",77
"2021-06-04","Scotland",833
"2021-06-04","Wales",65
"2021-06-04","England",4886
"2021-06-05","Wales",77
"2021-06-05","England",3964
"2021-06-05","Scotland",615
"2021-06-05","Northern Ireland",75
"2021-06-06","Scotland",686
"2021-06-06","Northern Ireland",50
"2021-06-06","England",4730
"2021-06-06","Wales",68
"2021-06-07","Wales",105
"2021-06-07","England",6791
"2021-06-07","Scotland",962
"2021-06-07","Northern Ireland",88
"2021-06-08","Scotland",1042
"2021-06-08","Northern Ireland",107
"2021-06-08","Wales",117
"2021-06-08","England",6630
"2021-06-09","England",6919
"2021-06-09","Wales",129
"2021-06-09","Northern Ireland",97
"2021-06-09","Scotland",1065
"2021-06-10","Northern Ireland",130
"2021-06-10","Scotland",1054
"2021-06-10","Wales",141
"2021-06-10","England",6718
"2021-06-11","England",6510
"2021-06-11","Wales",130
"2021-06-11","Northern Ireland",102
"2021-06-11","Scotland",877
"2021-06-12","Northern Ireland",62
"2021-06-12","Scotland",715
"2021-06-12","England",5422
"2021-06-12","Wales",85
"2021-06-13","Wales",112
"2021-06-13","England",6075
"2021-06-13","Northern Ireland",86
"2021-06-13","Scotland",862
"2021-06-14","Scotland",1142
"2021-06-14","Northern Ireland",120
"2021-06-14","Wales",159
"2021-06-14","England",8941
"2021-06-15","England",9153
"2021-06-15","Wales",194
"2021-06-15","Scotland",1288
"2021-06-15","Northern Ireland",165
"2021-06-16","Scotland",1279
"2021-06-16","Northern Ireland",173
"2021-06-16","England",9411
"2021-06-16","Wales",189
"2021-06-17","England",9523
"2021-06-17","Wales",222
"2021-06-17","Scotland",1176
"2021-06-17","Northern Ireland",185
"2021-06-18","Northern Ireland",135
"2021-06-18","Scotland",1239
"2021-06-18","Wales",174
"2021-06-18","England",8772
"2021-06-19","Wales",195
"2021-06-19","England",7127
"2021-06-19","Northern Ireland",120
"2021-06-19","Scotland",1005
"2021-06-20","Scotland",1565
"2021-06-20","Northern Ireland",132
"2021-06-20","England",8203
"2021-06-20","Wales",187
"2021-06-21","Wales",342
"2021-06-21","England",12707
"2021-06-21","Scotland",3061
"2021-06-21","Northern Ireland",198
"2021-06-22","Northern Ireland",207
"2021-06-22","Scotland",3288
"2021-06-22","Wales",344
"2021-06-22","England",13563
"2021-06-23","England",14806
"2021-06-23","Wales",413
"2021-06-23","Scotland",2932
"2021-06-23","Northern Ireland",200
"2021-06-24","Scotland",2976
"2021-06-24","Northern Ireland",241
"2021-06-24","Wales",413
"2021-06-24","England",15084
"2021-06-25","Wales",377
"2021-06-25","England",14901
"2021-06-25","Scotland",2640
"2021-06-25","Northern Ireland",251
"2021-06-26","Northern Ireland",247
"2021-06-26","England",13486
"2021-06-26","Wales",252
"2021-06-26","Scotland",2316
"2021-06-27","Scotland",2524
"2021-06-27","Northern Ireland",207
"2021-06-27","Wales",364
"2021-06-27","England",15407
"2021-06-28","England",23511
"2021-06-28","Wales",628
"2021-06-28","Scotland",3951
"2021-06-28","Northern Ireland",328
"2021-06-29","Northern Ireland",409
"2021-06-29","England",23250
"2021-06-29","Wales",637
"2021-06-29","Scotland",3903
"2021-06-30","Scotland",3948
"2021-06-30","Northern Ireland",437
"2021-06-30","Wales",597
"2021-06-30","England",23941
"2021-07-01","England",24267
"2021-07-01","Wales",645
"2021-07-01","Scotland",3463
"2021-07-01","Northern Ireland",419
"2021-07-02","Northern Ireland",379
"2021-07-02","England",22287
"2021-07-02","Wales",575
"2021-07-02","Scotland",3098
"2021-07-03","Scotland",2526
"2021-07-03","Northern Ireland",349
"2021-07-03","Wales",497
"2021-07-03","England",20638
"2021-07-04","Wales",555
"2021-07-04","England",21806
"2021-07-04","Scotland",2426
"2021-07-04","Northern Ireland",383
"2021-07-05","Northern Ireland",517
"2021-07-05","England",30215
"2021-07-05","Wales",777
"2021-07-05","Scotland",3410
"2021-07-06","Scotland",3106
"2021-07-06","Northern Ireland",556
"2021-07-06","England",31627
"2021-07-06","Wales",771
"2021-07-07","England",34274
"2021-07-07","Wales",778
"2021-07-07","Scotland",2921
"2021-07-07","Northern Ireland",624
"2021-07-08","Northern Ireland",629
"2021-07-08","Wales",713
"2021-07-08","England",29929
"2021-07-08","Scotland",2749
"2021-07-09","Scotland",2398
"2021-07-09","Northern Ireland",578
"2021-07-09","Wales",778
"2021-07-09","England",29050
"2021-07-10","Wales",656
"2021-07-10","England",25411
"2021-07-10","Scotland",1824
"2021-07-10","Northern Ireland",488
"2021-07-11","Northern Ireland",478
"2021-07-11","Wales",713
"2021-07-11","England",27418
"2021-07-11","Scotland",1894
"2021-07-12","Scotland",2595
"2021-07-12","Northern Ireland",523
"2021-07-12","Wales",916
"2021-07-12","England",40477
"2021-07-13","England",43247
"2021-07-13","Wales",1099
"2021-07-13","Scotland",2459
"2021-07-13","Northern Ireland",902
"2021-07-14","Northern Ireland",1170
"2021-07-14","Wales",1206
"2021-07-14","England",50320
"2021-07-14","Scotland",2214
"2021-07-15","Scotland",1976
"2021-07-15","Northern Ireland",1322
"2021-07-15","Wales",1119
"2021-07-15","England",57583
"2021-07-16","Wales",956
"2021-07-16","England",51138
"2021-07-16","Scotland",1764
"2021-07-16","Northern Ireland",1406
"2021-07-17","Northern Ireland",1149
"2021-07-17","England",35281
"2021-07-17","Wales",640
"2021-07-17","Scotland",1406
"2021-07-18","Scotland",1393
"2021-07-18","Northern Ireland",1006
"2021-07-18","England",33164
"2021-07-18","Wales",619
"2021-07-19","Wales",910
"2021-07-19","England",43401
"2021-07-19","Scotland",1921
"2021-07-19","Northern Ireland",1692
"2021-07-20","Northern Ireland",1495
"2021-07-20","England",35947
"2021-07-20","Wales",821
"2021-07-20","Scotland",1613
"2021-07-21","Scotland",1582
"2021-07-21","Northern Ireland",1488
"2021-07-21","England",31676
"2021-07-21","Wales",802
"2021-07-22","England",27711
"2021-07-22","Wales",823
"2021-07-22","Scotland",1393
"2021-07-22","Northern Ireland",1351
"2021-07-23","Northern Ireland",1262
"2021-07-23","Wales",684
"2021-07-23","England",24586
"2021-07-23","Scotland",1285
"2021-07-24","Scotland",958
"2021-07-24","Northern Ireland",1036
"2021-07-24","Wales",582
"2021-07-24","England",20276
"2021-07-25","England",19657
"2021-07-25","Wales",530
"2021-07-25","Scotland",950
"2021-07-25","Northern Ireland",1050
"2021-07-26","Northern Ireland",1302
"2021-07-26","Wales",755
"2021-07-26","England",26541
"2021-07-26","Scotland",1383
"2021-07-27","Scotland",1370
"2021-07-27","Northern Ireland",1417
"2021-07-27","Wales",768
"2021-07-27","England",26027
"2021-07-28","Wales",688
"2021-07-28","England",26925
"2021-07-28","Scotland",1297
"2021-07-28","Northern Ireland",1327
"2021-07-29","Northern Ireland",1199
"2021-07-29","England",25361
"2021-07-29","Wales",689
"2021-07-29","Scotland",1183
"2021-07-30","Scotland",1037
"2021-07-30","Northern Ireland",1016
"2021-07-30","England",22109
"2021-07-30","Wales",587
"2021-07-31","Wales",478
"2021-07-31","England",18450
"2021-07-31","Scotland",771
"2021-07-31","Northern Ireland",871
"2021-08-01","Northern Ireland",868
"2021-08-01","Wales",525
"2021-08-01","England",18714
"2021-08-01","Scotland",878
"2021-08-02","Scotland",1331
"2021-08-02","Northern Ireland",1169
"2021-08-02","Wales",760
"2021-08-02","England",26580
"2021-08-03","Wales",736
"2021-08-03","England",27062
"2021-08-03","Scotland",1381
"2021-08-03","Northern Ireland",1294
"2021-08-04","Northern Ireland",1340
"2021-08-04","England",28895
"2021-08-04","Wales",796
"2021-08-04","Scotland",1307
"2021-08-05","Scotland",1344
"2021-08-05","Northern Ireland",1402
"2021-08-05","England",28126
"2021-08-05","Wales",788
"2021-08-06","England",24851
"2021-08-06","Wales",707
"2021-08-06","Scotland",1266
"2021-08-06","Northern Ireland",1211
"2021-08-07","Northern Ireland",1056
"2021-08-07","England",19957
"2021-08-07","Wales",580
"2021-08-07","Scotland",947
"2021-08-08","Scotland",1053
"2021-08-08","Northern Ireland",1092
"2021-08-08","Wales",585
"2021-08-08","England",20157
"2021-08-09","England",28292
"2021-08-09","Wales",957
"2021-08-09","Scotland",1505
"2021-08-09","Northern Ireland",1408
"2021-08-10","Northern Ireland",1428
"2021-08-10","England",27610
"2021-08-10","Wales",946
"2021-08-10","Scotland",1534
"2021-08-11","Scotland",1588
"2021-08-11","Northern Ireland",1443
"2021-08-11","Wales",1184
"2021-08-11","England",29135
"2021-08-12","England",27690
"2021-08-12","Wales",1259
"2021-08-12","Scotland",1405
"2021-08-12","Northern Ireland",1372
"2021-08-13","Northern Ireland",1326
"2021-08-13","England",24992
"2021-08-13","Wales",1122
"2021-08-13","Scotland",1534
"2021-08-14","Scotland",1488
"2021-08-14","Northern Ireland",1230
"2021-08-14","England",21336
"2021-08-14","Wales",1003
"2021-08-15","Wales",1098
"2021-08-15","England",21280
"2021-08-15","Scotland",1637
"2021-08-15","Northern Ireland",1312
"2021-08-16","Northern Ireland",1697
"2021-08-16","Wales",1585
"2021-08-16","England",30861
"2021-08-16","Scotland",2764
"2021-08-17","Scotland",3401
"2021-08-17","Northern Ireland",1688
"2021-08-17","Wales",1736
"2021-08-17","England",31095
"2021-08-18","England",31426
"2021-08-18","Wales",1782
"2021-08-18","Scotland",3740
"2021-08-18","Northern Ireland",1791
"2021-08-19","Northern Ireland",1817
"2021-08-19","Wales",1858
"2021-08-19","England",29081
"2021-08-19","Scotland",3745
"2021-08-20","Scotland",3454
"2021-08-20","Northern Ireland",1603
"2021-08-20","England",25555
"2021-08-20","Wales",1619
"2021-08-21","England",22605
"2021-08-21","Wales",1390
"2021-08-21","Scotland",3058
"2021-08-21","Northern Ireland",1483
"2021-08-22","Northern Ireland",1284
"2021-08-22","Wales",1379
"2021-08-22","England",22409
"2021-08-22","Scotland",3671
"2021-08-23","Scotland",5562
"2021-08-23","Northern Ireland",1771
"2021-08-23","England",30333
"2021-08-23","Wales",2049
"2021-08-24","England",28212
"2021-08-24","Wales",2156
"2021-08-24","Scotland",5656
"2021-08-24","Northern Ireland",1658
"2021-08-25","Northern Ireland",1712
"2021-08-25","Wales",2271
"2021-08-25","England",27901
"2021-08-25","Scotland",6893
"2021-08-26","Scotland",7291
"2021-08-26","Northern Ireland",1653
"2021-08-26","Wales",2187
"2021-08-26","England",26482
"2021-08-27","Wales",1959
"2021-08-27","England",24253
"2021-08-27","Scotland",6076
"2021-08-27","Northern Ireland",1457
"2021-08-28","Northern Ireland",1166
"2021-08-28","England",20138
"2021-08-28","Wales",1516
"2021-08-28","Scotland",4781
"2021-08-29","Scotland",4468
"2021-08-29","Northern Ireland",1078
"2021-08-29","England",19152
"2021-08-29","Wales",1438
"2021-08-30","England",24973
"2021-08-30","Wales",1788
"2021-08-30","Scotland",6590
"2021-08-30","Northern Ireland",1423
"2021-08-31","Northern Ireland",1594
"2021-08-31","England",33565
"2021-08-31","Wales",3022
"2021-08-31","Scotland",7031
"2021-09-01","Scotland",7565
"2021-09-01","Northern Ireland",1497
"2021-09-01","Wales",2870
"2021-09-01","England",31600
"2021-09-02","England",30636
"2021-09-02","Wales",2681
"2021-09-02","Scotland",7622
"2021-09-02","Northern Ireland",1389
"2021-09-03","Northern Ireland",1376
"2021-09-03","England",28730
"2021-09-03","Wales",2347
"2021-09-03","Scotland",6180
"2021-09-04","Scotland",5030
"2021-09-04","Northern Ireland",1211
"2021-09-04","Wales",2160
"2021-09-04","England",23409
"2021-09-05","England",23457
"2021-09-05","Wales",2108
"2021-09-05","Scotland",4939
"2021-09-05","Northern Ireland",1299
"2021-09-06","Northern Ireland",1756
"2021-09-06","Wales",2902
"2021-09-06","England",33135
"2021-09-06","Scotland",7136
"2021-09-07","Scotland",6727
"2021-09-07","Northern Ireland",1661
"2021-09-07","Wales",2293
"2021-09-07","England",27938
"2021-09-08","Wales",2382
"2021-09-08","England",25659
"2021-09-08","Scotland",6258
"2021-09-08","Northern Ireland",1550
"2021-09-09","Northern Ireland",1654
"2021-09-09","Wales",2319
"2021-09-09","England",24440
"2021-09-09","Scotland",5561
"2021-09-10","Scotland",4786
"2021-09-10","Northern Ireland",1372
"2021-09-10","Wales",1998
"2021-09-10","England",21031
"2021-09-11","England",16956
"2021-09-11","Wales",1944
"2021-09-11","Scotland",3630
"2021-09-11","Northern Ireland",1003
"2021-09-12","Northern Ireland",920
"2021-09-12","England",17879
"2021-09-12","Wales",1887
"2021-09-12","Scotland",3374
"2021-09-13","Scotland",5096
"2021-09-13","Northern Ireland",1377
"2021-09-13","England",25199
"2021-09-13","Wales",2986
"2021-09-14","England",22641
"2021-09-14","Wales",2726
"2021-09-14","Scotland",4785
"2021-09-14","Northern Ireland",1283
"2021-09-15","Northern Ireland",1192
"2021-09-15","Wales",2729
"2021-09-15","England",22414
"2021-09-15","Scotland",4079
"2021-09-16","Scotland",3575
"2021-09-16","Northern Ireland",1064
"2021-09-16","Wales",2751
"2021-09-16","England",22320
"2021-09-17","Wales",2739
"2021-09-17","England",22375
"2021-09-17","Scotland",3378
"2021-09-17","Northern Ireland",987
"2021-09-18","Northern Ireland",866
"2021-09-18","England",20926
"2021-09-18","Wales",2238
"2021-09-18","Scotland",2615
"2021-09-19","Scotland",2800
"2021-09-19","Northern Ireland",939
"2021-09-19","England",24789
"2021-09-19","Wales",2556
"2021-09-20","England",32121
"2021-09-20","Wales",3374
"2021-09-20","Scotland",4014
"2021-09-20","Northern Ireland",1259
"2021-09-21","Northern Ireland",1211
"2021-09-21","Wales",3286
"2021-09-21","England",30547
"2021-09-21","Scotland",3804
"2021-09-22","Scotland",3515
"2021-09-22","Northern Ireland",1104
"2021-09-22","Wales",3349
"2021-09-22","England",28789
"2021-09-23","Wales",3310
"2021-09-23","England",28340
"2021-09-23","Scotland",3121
"2021-09-23","Northern Ireland",1080
"2021-09-24","Northern Ireland",936
"2021-09-24","England",25754
"2021-09-24","Wales",2701
"2021-09-24","Scotland",2717
"2021-09-25","Scotland",2140
"2021-09-25","Northern Ireland",823
"2021-09-25","Wales",2215
"2021-09-25","England",23389
"2021-09-26","Wales",2205
"2021-09-26","England",26814
"2021-09-26","Scotland",2151
"2021-09-26","Northern Ireland",913
"2021-09-27","Northern Ireland",1328
"2021-09-27","England",34595
"2021-09-27","Wales",2531
"2021-09-27","Scotland",3135
"2021-09-28","Scotland",3207
"2021-09-28","Northern Ireland",1115
"2021-09-28","England",29628
"2021-09-28","Wales",2598
"2021-09-29","England",28688
"2021-09-29","Wales",2377
"2021-09-29","Scotland",2609
"2021-09-29","Northern Ireland",1162
"2021-09-30","Northern Ireland",1022
"2021-09-30","Wales",2397
"2021-09-30","England",26808
"2021-09-30","Scotland",2377
"2021-10-01","Scotland",2048
"2021-10-01","Northern Ireland",915
"2021-10-01","Wales",1961
"2021-10-01","England",24134
"2021-10-02","England",21873
"2021-10-02","Wales",1671
"2021-10-02","Scotland",1873
"2021-10-02","Northern Ireland",899
"2021-10-03","Northern Ireland",1044
"2021-10-03","Wales",1883
"2021-10-03","England",27138
"2021-10-03","Scotland",1994
"2021-10-04","Scotland",2970
"2021-10-04","Northern Ireland",1326
"2021-10-04","Wales",2962
"2021-10-04","England",36475
"2021-10-05","England",32269
"2021-10-05","Wales",2870
"2021-10-05","Scotland",2851
"2021-10-05","Northern Ireland",1289
"2021-10-06","Northern Ireland",1277
"2021-10-06","Wales",2782
"2021-10-06","England",32547
"2021-10-06","Scotland",2658
"2021-10-07","Scotland",2614
"2021-10-07","Northern Ireland",1275
"2021-10-07","Wales",2418
"2021-10-07","England",32158
"2021-10-08","England",29848
"2021-10-08","Wales",2223
"2021-10-08","Scotland",2302
"2021-10-08","Northern Ireland",1239
"2021-10-09","Northern Ireland",1007
"2021-10-09","Wales",1972
"2021-10-09","England",27180
"2021-10-09","Scotland",2147
"2021-10-10","Scotland",1892
"2021-10-10","Northern Ireland",1154
"2021-10-10","Wales",1873
"2021-10-10","England",31499
"2021-10-11","England",43115
"2021-10-11","Wales",2907
"2021-10-11","Scotland",2838
"2021-10-11","Northern Ireland",1444
"2021-10-12","Northern Ireland",1403
"2021-10-12","England",40892
"2021-10-12","Wales",3382
"2021-10-12","Scotland",2644
"2021-10-13","Scotland",2659
"2021-10-13","Northern Ireland",1296
"2021-10-13","England",40547
"2021-10-13","Wales",3273
"2021-10-14","Wales",3210
"2021-10-14","England",39262
"2021-10-14","Scotland",2695
"2021-10-14","Northern Ireland",1252
"2021-10-15","Northern Ireland",1096
"2021-10-15","Wales",3249
"2021-10-15","England",36631
"2021-10-15","Scotland",2584
"2021-10-16","Scotland",2161
"2021-10-16","Northern Ireland",1001
"2021-10-16","Wales",3077
"2021-10-16","England",31639
"2021-10-17","England",37501
"2021-10-17","Wales",2870
"2021-10-17","Scotland",2316
"2021-10-17","Northern Ireland",1065
"2021-10-18","Northern Ireland",1450
"2021-10-18","Wales",4054
"2021-10-18","England",49257
"2021-10-18","Scotland",2982
"2021-10-19","Scotland",2781
"2021-10-19","Northern Ireland",1462
"2021-10-19","Wales",3656
"2021-10-19","England",44630
"2021-10-20","England",43963
"2021-10-20","Wales",3439
"2021-10-20","Scotland",2863
"2021-10-20","Northern Ireland",1396
"2021-10-21","Northern Ireland",1137
"2021-10-21","Wales",2921
"2021-10-21","England",38581
"2021-10-21","Scotland",2555
"2021-10-22","England",34506
"2021-10-22","Scotland",2463
"2021-10-22","Northern Ireland",1052
"2021-10-22","Wales",2643
"2021-10-23","Wales",2193
"2021-10-23","England",29747
"2021-10-23","Scotland",2154
"2021-10-23","Northern Ireland",1009
"2021-10-24","Northern Ireland",1052
"2021-10-24","Wales",2286
"2021-10-24","Scotland",2335
"2021-10-24","England",30091
"2021-10-25","Scotland",3318
"2021-10-25","England",39958
"2021-10-25","Northern Ireland",1229
"2021-10-25","Wales",2961
"2021-10-26","Wales",2639
"2021-10-26","Scotland",2946
"2021-10-26","England",35276
"2021-10-26","Northern Ireland",1263
"2021-10-27","Northern Ireland",1242
"2021-10-27","Wales",2594
"2021-10-27","Scotland",2685
"2021-10-27","England",36524
"2021-10-28","Scotland",2526
"2021-10-28","England",35076
"2021-10-28","Northern Ireland",1174
"2021-10-28","Wales",2614
"2021-10-29","Wales",2617
"2021-10-29","Scotland",2566
"2021-10-29","England",33995
"2021-10-29","Northern Ireland",1073
"2021-10-30","Northern Ireland",960
"2021-10-30","Wales",2319
"2021-10-30","England",28243
"2021-10-30","Scotland",2047
"2021-10-31","England",29564
"2021-10-31","Scotland",2087
"2021-10-31","Northern Ireland",960
"2021-10-31","Wales",2203
"2021-11-01","Wales",2874
"2021-11-01","Scotland",3323
"2021-11-01","England",37663
"2021-11-01","Northern Ireland",1249
"2021-11-02","Northern Ireland",1160
"2021-11-02","Wales",2463
"2021-11-02","Scotland",3068
"2021-11-02","England",31328
"2021-11-03","Scotland",3007
"2021-11-03","England",29396
"2021-11-03","Northern Ireland",1182
"2021-11-03","Wales",2401
"2021-11-04","Wales",2276
"2021-11-04","England",27379
"2021-11-04","Scotland",2820
"2021-11-04","Northern Ireland",1187
"2021-11-05","Northern Ireland",1092
"2021-11-05","Wales",2029
"2021-11-05","Scotland",2792
"2021-11-05","England",24405
"2021-11-06","Scotland",2228
"2021-11-06","England",22581
"2021-11-06","Northern Ireland",998
"2021-11-06","Wales",1629
"2021-11-07","Wales",1799
"2021-11-07","England",25447
"2021-11-07","Scotland",2312
"2021-11-07","Northern Ireland",1028
"2021-11-08","Northern Ireland",1511
"2021-11-08","Wales",2624
"2021-11-08","England",36138
"2021-11-08","Scotland",3853
"2021-11-09","Scotland",3484
"2021-11-09","England",34679
"2021-11-09","Northern Ireland",1593
"2021-11-09","Wales",2490
"2021-11-10","Wales",2764
"2021-11-10","England",35390
"2021-11-10","Scotland",3318
"2021-11-10","Northern Ireland",1470
"2021-11-11","Northern Ireland",1482
"2021-11-11","Wales",2575
"2021-11-11","England",33700
"2021-11-11","Scotland",3242
"2021-11-12","England",31337
"2021-11-12","Scotland",2877
"2021-11-12","Northern Ireland",1303
"2021-11-12","Wales",2246
"2021-11-13","Wales",1848
"2021-11-13","England",27358
"2021-11-13","Scotland",2334
"2021-11-13","Northern Ireland",1345
"2021-11-14","Northern Ireland",1469
"2021-11-14","Wales",2023
"2021-11-14","England",29599
"2021-11-14","Scotland",2441
"2021-11-15","England",42477
"2021-11-15","Scotland",3681
"2021-11-15","Northern Ireland",1876
"2021-11-15","Wales",2914
"2021-11-16","Wales",2708
"2021-11-16","Scotland",3311
"2021-11-16","England",38656
"2021-11-16","Northern Ireland",1755
"2021-11-17","Northern Ireland",1746
"2021-11-17","Wales",2551
"2021-11-17","Scotland",3341
"2021-11-17","England",38257
"2021-11-18","England",37099
"2021-11-18","Scotland",3014
"2021-11-18","Northern Ireland",1681
"2021-11-18","Wales",2268
"2021-11-19","Wales",1976
"2021-11-19","Scotland",2804
"2021-11-19","England",33184
"2021-11-19","Northern Ireland",1642
"2021-11-20","Northern Ireland",1415
"2021-11-20","Wales",1816
"2021-11-20","Scotland",2236
"2021-11-20","England",29868
"2021-11-21","England",31761
"2021-11-21","Scotland",2187
"2021-11-21","Northern Ireland",1470
"2021-11-21","Wales",1832
"2021-11-22","Wales",2810
"2021-11-22","Scotland",3188
"2021-11-22","England",42869
"2021-11-22","Northern Ireland",1866
"2021-11-23","Northern Ireland",1774
"2021-11-23","Wales",2490
"2021-11-23","Scotland",2918
"2021-11-23","England",41015
"2021-11-24","England",39881
"2021-11-24","Scotland",2924
"2021-11-24","Northern Ireland",1644
"2021-11-24","Wales",2323
"2021-11-25","Wales",2152
"2021-11-25","England",37143
"2021-11-25","Scotland",2511
"2021-11-25","Northern Ireland",1619
"2021-11-26","Northern Ireland",1425
"2021-11-26","Wales",1985
"2021-11-26","England",33666
"2021-11-26","Scotland",2254
"2021-11-27","England",28459
"2021-11-27","Scotland",1898
"2021-11-27","Northern Ireland",1355
"2021-11-27","Wales",1591
"2021-11-28","Wales",2009
"2021-11-28","Scotland",2344
"2021-11-28","England",33857
"2021-11-28","Northern Ireland",1496
"2021-11-29","Northern Ireland",2018
"2021-11-29","Wales",2854
"2021-11-29","Scotland",3478
"2021-11-29","England",47939
"2021-11-30","England",47632
"2021-11-30","Scotland",3334
"2021-11-30","Northern Ireland",1968
"2021-11-30","Wales",2761
"2021-12-01","Wales",2438
"2021-12-01","Scotland",3127
"2021-12-01","England",47263
"2021-12-01","Northern Ireland",1992
"2021-12-02","Northern Ireland",1889
"2021-12-02","Wales",2417
"2021-12-02","England",43045
"2021-12-02","Scotland",2968
"2021-12-03","England",39222
"2021-12-03","Scotland",2666
"2021-12-03","Northern Ireland",1581
"2021-12-03","Wales",2198
"2021-12-04","Wales",1855
"2021-12-04","Scotland",2150
"2021-12-04","England",33379
"2021-12-04","Northern Ireland",1399
"2021-12-05","Northern Ireland",1527
"2021-12-05","Wales",1957
"2021-12-05","England",35037
"2021-12-05","Scotland",2530
"2021-12-06","England",51123
"2021-12-06","Scotland",3823
"2021-12-06","Northern Ireland",1932
"2021-12-06","Wales",2816
"2021-12-07","Wales",2500
"2021-12-07","Scotland",3811
"2021-12-07","England",48146
"2021-12-07","Northern Ireland",1801
"2021-12-08","Northern Ireland",1886
"2021-12-08","Wales",2663
"2021-12-08","England",50059
"2021-12-08","Scotland",4219
"2021-12-09","Scotland",4073
"2021-12-09","England",48817
"2021-12-09","Northern Ireland",1681
"2021-12-09","Wales",2424
"2021-12-10","Wales",2207
"2021-12-10","England",45018
"2021-12-10","Scotland",3803
"2021-12-10","Northern Ireland",1464
"2021-12-11","Northern Ireland",1439
"2021-12-11","Wales",1896
"2021-12-11","Scotland",3319
"2021-12-11","England",41940
"2021-12-12","England",46367
"2021-12-12","Scotland",3414
"2021-12-12","Northern Ireland",1434
"2021-12-12","Wales",1943
"2021-12-13","Wales",2937
"2021-12-13","Scotland",5793
"2021-12-13","England",76507
"2021-12-13","Northern Ireland",1932
"2021-12-14","Northern Ireland",2205
"2021-12-14","Wales",3302
"2021-12-14","England",90717
